,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,province_id,variety_numerical,vintage,lat,lon,total_fires,sum_fire_size,total_fires_current,sum_fire_size_current,norm_vintage,norm_variety_numerical,norm_price,norm_points,norm_total_fires,norm_sum_fire_size,norm_total_fires_current,norm_sum_fire_size_current,mean_temp,mean_rain,norm_temp,norm_rain
557,557,US,"This Merlot-dominated wine includes 28% Cabernet Sauvignon, 10% Cabernet Franc and 3% Malbec. Its personality has bright and brooding sides, edged with subtle sage perfume, juicy dark cherry flavors and sizable oak.",Cuvée Susan Diane Oakville Station,90,80,California,Napa Valley,Napa,Virginie Boone,@vboone,Spoto 2014 Cuvée Susan Diane Oakville Station Red (Napa Valley),Bordeaux-style Red Blend,Spoto,7,62,2014,38.2971367,-122.2855293,247,1453.08,136,651.07,0.01140873,0.088319088,0.037257824,0.101010101,0.551339286,0.005689197,0.303571429,0.002549113,63.7209222,19.5758996,0.281570338,0.154191951
558,558,US,"A distinctive smoky, peppery aroma and equally interesting savory flavors complement plenty of ripe fruit in this full-bodied, dry and balanced wine. Co-fermented with Petite Sirah and Barbera, it shows plenty of fine-grained tannins, giving good grip to the palate and more than just fruitiness. Best after 2020.",SHR Field Blend,90,35,California,Amador County,Sierra Foothills,Jim Gordon,@gordone_cellars,Terra d'Oro 2015 SHR Field Blend Zinfandel (Amador County),Zinfandel,Terra d'Oro,7,702,2015,36.6248089,-121.1177379,53,5760.46,72,850.72,0.011904762,1,0.01490313,0.101010101,0.118303571,0.022553741,0.160714286,0.003330796,51.00178821,27.90202523,0.081963465,0.244374673
560,560,US,"From a lovely site in the Sebastopol Hills, this wine is tart and tangy with pomegranate and dark cherry flavors, deepened with spicy earth and cardamom accents. It offers length, breadth and a full-bodied expression of the grape and place.",Kanzler Vineyard,90,56,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,A.P. Vin 2015 Kanzler Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,A.P. Vin,7,440,2015,38.29331315,-122.4693859,136,651.07,166,8670.52,0.011904762,0.626780627,0.02533532,0.101010101,0.303571429,0.002549113,0.370535714,0.033947404,62.60191906,10.18478511,0.264009338,0.052474021
561,561,US,"The nose of this bottling remains tight long after opening, which suggests a decent cellar potential. A hearty swirl coaxes out thyme, bay leaf, graphite and elderberry aromas before the palate delivers salt and pepper spice and dark blackberry fruit, wrapped in solid tannins.",Clone #1 Purisima Mountain Vineyard,90,55,California,Ballard Canyon,Central Coast,Matt Kettmann,@mattkettmann,Beckmen 2014 Clone #1 Purisima Mountain Vineyard Syrah (Ballard Canyon),Syrah,Beckmen,7,560,2014,37.1716264,-119.7737991,177,25426.97,141,14939.21,0.01140873,0.797720798,0.024838549,0.101010101,0.395089286,0.099553385,0.314732143,0.058491001,61.06730251,23.08472065,0.239925936,0.192197026
563,563,US,"Both a study of clone and stainless-steel processing, this wine offers fresh-cut pineapple, ripe Gala apple, honeydew and even peach, with a citrus-skin sharpness to the nose. The flavors are delicate and familiar but complex and deep, with Anjou pears, lemon-lime soda and apple flesh. It's a lively stainless expression.",Clone 76 Inox,93,36,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Melville 2014 Clone 76 Inox Chardonnay (Sta. Rita Hills),Chardonnay,Melville,7,125,2014,40.1251334,-122.2015529,179,12750.04,120,766.05,0.01140873,0.178062678,0.015399901,0.131313131,0.399553571,0.049919815,0.267857143,0.002999291,61.06730251,23.08472065,0.239925936,0.192197026
564,564,US,"This wine, made by Native American descendent Tara Gomez from the Chumash tribe, is dynamic on the nose. It shows both ripeness and minerality, with aromas of crystallized white peach, dewy herbs, green apples and a hint of guava. It's tight, steely and chalky once sipped, opening toward ripe pome fruit and cut grass, ever-evolving in the glass without going overripe.",Camp 4 Vineyard,92,22,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,Kitá 2013 Camp 4 Vineyard Grenache Blanc (Santa Ynez Valley),Grenache Blanc,Kitá,7,223,2013,35.2827525,-120.6596156,111,338.27,134,968.81,0.010912698,0.317663818,0.008445107,0.121212121,0.247767857,0.001324417,0.299107143,0.00379315,58.68572163,5.340117779,0.202550757,0
565,565,US,"This full-bodied but far from heavy wine has wonderful aromatic complexity, evoking Bing cherries, black tea, clove and pine forest, while the flavors gush with red cherry and rhubarb. The slightly lean and crisp balance combines with bright and layered flavors in an appealing way. Best through 2020.",Keefer Ranch Vineyard,92,50,California,Russian River Valley,Sonoma,Jim Gordon,@gordone_cellars,Loring Wine Company 2013 Keefer Ranch Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Loring Wine Company,7,440,2013,38.7076812,-122.0480266,122,1339.78,247,1453.08,0.010912698,0.626780627,0.022354694,0.121212121,0.272321429,0.005245597,0.551339286,0.005689197,61.33888746,5.535779392,0.244188036,0.002119269
566,566,US,"Dense and intense, with loads of fine-grained tannin, this is a deep, dark-colored wine with oodles of flavor and a very thick texture. As massive as it is in texture though, delicious flavors like blackberry, blueberry and dark chocolate come through and then linger on the finish. Drink from 2016 to 2026.",Naylor Vineyard,92,29,California,El Dorado,Sierra Foothills,Jim Gordon,@gordone_cellars,Cedarville Vineyard 2012 Naylor Vineyard Petite Sirah (El Dorado),Petite Sirah,Cedarville Vineyard,7,419,2012,41.209752,-122.2716101,54,83.92,75,171.32,0.010416667,0.596866097,0.011922504,0.121212121,0.120535714,0.000328569,0.167410714,0.000670764,50.1963583,47.7494885,0.069323505,0.4593484
567,567,US,"This big-boy, 100% varietal Cab is reflective of both its vintage and provenance, a celebration of black pepper, blackberry and tar around an intensely full-bodied, bittersweet palate. Tobacco leaf and leather saddle interweave themselves through the wine's middle and end. Drink now through 2020.",Walther River Block,92,150,California,Rutherford,Napa,Virginie Boone,@vboone,D.R. Stephens 2012 Walther River Block Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,D.R. Stephens,7,80,2012,40.5997415,-123.8997734,55,635.53,52,35.08,0.010416667,0.113960114,0.072031793,0.121212121,0.122767857,0.00248827,0.116071429,0.000137348,61.45320053,22.54759001,0.245982001,0.186379206
568,568,US,"This is a rich, inviting wine with characteristics of dried cranberry and red currant, replete with dusty, spicy tannins and spicy, spiked vanilla. Lush, the tannins are soft and supple, a tad smoky, and the secondary elements darker in smoke, black licorice and espresso. Burly, it's balanced and refined.",Estate,92,55,California,St. Helena,Napa,Virginie Boone,@vboone,Ehlers Estate 2012 Estate Merlot (St. Helena),Merlot,Ehlers Estate,7,326,2012,35.3540209,-120.3757163,130,9429.82,111,338.27,0.010416667,0.464387464,0.024838549,0.121212121,0.290178571,0.036920266,0.247767857,0.001324417,61.45320053,22.54759001,0.245982001,0.186379206
569,569,US,"This 100% varietal wine makes the case for Viognier in this appellation, expressing Golden Delicious apple and pear around a fresh, medium build of viscous texture, lemon and wild honey. Pretty and aromatic, it's a classically fine-formed white, made in small quantities.",Louvau Vineyard,92,30,California,Dry Creek Valley,Sonoma,Virginie Boone,@vboone,Meadowcroft 2014 Louvau Vineyard Viognier (Dry Creek Valley),Viognier,Meadowcroft,7,673,2014,38.4898675,-122.3218414,247,1453.08,136,651.07,0.01140873,0.958689459,0.012419275,0.121212121,0.551339286,0.005689197,0.303571429,0.002549113,63.7209222,19.5758996,0.281570338,0.154191951
570,570,US,"The last vintage that the Melvilles are pulling from this Los Alamos Valley vineyard, this wine shows a complex nose of lemon candy, dill and fresh oregano. There is plenty of tension and grip on the palate, thanks to the lime-pith flavors, but a show of white flowers like tuberose keeps it properly ripe.",Verna's Vineyard,92,24,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Melville 2013 Verna's Vineyard Chardonnay (Santa Barbara County),Chardonnay,Melville,7,125,2013,36.6974604,-121.405214,171,324.67,224,614.91,0.010912698,0.178062678,0.009438649,0.121212121,0.381696429,0.00127117,0.5,0.002407537,58.68572163,5.340117779,0.202550757,0
571,571,US,"This is proving to be a great vintage for this emerging producer in an increasingly exciting region of mid-Monterey County. Graphite, crushed rocks, rose petals and cranberry show on the nose, followed by a palate of black peppercorns, eucalyptus, snappy black raspberry and lots of black clove.",Cedar Lane Vineyard,92,38,California,Arroyo Seco,Central Coast,Matt Kettmann,@mattkettmann,Mercy 2012 Cedar Lane Vineyard Pinot Noir (Arroyo Seco),Pinot Noir,Mercy,7,440,2012,37.6820583,-121.7680531,325,2249.39,59,472.82,0.010416667,0.626780627,0.016393443,0.121212121,0.725446429,0.008806963,0.131696429,0.001851217,58.28696848,27.13999537,0.196292951,0.236120903
573,573,US,"Very fruity in flavor and tangy in mouthfeel, this full-bodied wine combines lively acidity with citrus, herb and ripe pear flavors and a touch of sweetness. Little or no oak influence comes through, so the vivid fruit components take center stage.",Johas Vineyard,87,13,California,Clarksburg,Central Valley,Jim Gordon,@gordone_cellars,Muddy Boot 2016 Johas Vineyard Chardonnay (Clarksburg),Chardonnay,Muddy Boot,7,125,2016,38.4204651,-121.5271772,115,363.37,0,0,0.012400794,0.178062678,0.003974168,0.070707071,0.256696429,0.001422691,0,0,56.05031042,61.99505644,0.161192109,0.613646347
575,575,US,"This new offering combines Cabernet Sauvignon, Tempranillo, Cabernet Franc and Petit Verdot from the mountain site. The wine is intensely ripe and tart, with rounded edges and an oaky underbelly. Cedar and black currant are the dominant characteristics.",The Water Witch Stagecoach Vineyard,87,70,California,Napa Valley,Napa,Virginie Boone,@vboone,Krupp Brothers 2014 The Water Witch Stagecoach Vineyard Red (Napa Valley),Red Blend,Krupp Brothers,7,473,2014,38.2971367,-122.2855293,247,1453.08,136,651.07,0.01140873,0.673789174,0.032290114,0.070707071,0.551339286,0.005689197,0.303571429,0.002549113,63.7209222,19.5758996,0.281570338,0.154191951
577,577,US,"Vanilla-soaked French toast and caramelized apples promise a butter bomb in this Testarossa take on the historic Sierra Madre Vineyard in the Santa Maria Valley. Once sipped, there is a surprising level of soda-like acidity, and a steadily emerging flavor profile that ranges from cream soda to squeezed lime.",Sierra Madre Vineyard,90,45,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Testarossa 2012 Sierra Madre Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Testarossa,7,125,2012,37.3923372,-121.4896682,325,2249.39,59,472.82,0.010416667,0.178062678,0.01987084,0.101010101,0.725446429,0.008806963,0.131696429,0.001851217,58.28696848,27.13999537,0.196292951,0.236120903
578,578,US,"From a dark bottle, this salmon-colored rosé is medium-bodied and made in a bigger style than many others. Fully textured, it discloses flavorful touches of crunchy pear and cranberry. It would go well with a goat cheese salad adorned in dried cranberries and cherries.",800 Vines Vineyard Rosé of,90,25,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Ousterhout 2013 800 Vines Vineyard Rosé of Pinot Noir (Russian River Valley),Pinot Noir,Ousterhout,7,440,2013,38.7076812,-122.0480266,122,1339.78,247,1453.08,0.010912698,0.626780627,0.00993542,0.101010101,0.272321429,0.005245597,0.551339286,0.005689197,61.33888746,5.535779392,0.244188036,0.002119269
580,580,US,"Tons of candied grape and lilac aromas show on the nose of this rather aged blend of 60% Grenache, 30% Syrah and 10% Mourvèdre, with root beer and blueberry-sorbet notes. The palate offers a similar array of sweet dark fruit, but the tannic structure and acidity clean it up nicely.",Paso Rouge Alto Pomar Vineyard Estate,88,25,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,DENO 2008 Paso Rouge Alto Pomar Vineyard Estate G-S-M (Paso Robles),G-S-M,DENO,7,192,2008,37.050096,-121.9905908,46,47794,2,0.8,0.00843254,0.273504274,0.00993542,0.080808081,0.102678571,0.187126288,0.004464286,3.13E-06,58.28331829,20.97369924,0.196235667,0.169331931
581,581,US,"This is an earthy, stemmy wine, hugely concentrated and ripe in strawberry and rhubarb. Subtle in texture and bite, it shows a streak of cardamom on the finish.",Porter and Plot,88,42,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Winc 2014 Porter and Plot Pinot Noir (Sonoma Coast),Pinot Noir,Winc,7,440,2014,38.29331315,-122.4693859,247,1453.08,136,651.07,0.01140873,0.626780627,0.018380527,0.080808081,0.551339286,0.005689197,0.303571429,0.002549113,63.7209222,19.5758996,0.281570338,0.154191951
582,582,US,"Super earthy, this wine shows pomegranate, rhubarb and a touch of smoke, the aromas perfumed in rose petal. Medium bodied, it's balanced and elegant, with a streak of natural, lifted acidity.",Charisma,91,60,California,Napa Valley,Napa,Virginie Boone,@vboone,Levendi 2014 Charisma Pinot Noir (Napa Valley),Pinot Noir,Levendi,7,440,2014,38.2971367,-122.2855293,247,1453.08,136,651.07,0.01140873,0.626780627,0.027322404,0.111111111,0.551339286,0.005689197,0.303571429,0.002549113,63.7209222,19.5758996,0.281570338,0.154191951
584,584,US,"Brawny in tannin weight and grip, this tight-knit wine is impressively built and in tune with the vintage and its embrace of strength and complexity. Chalky texture is highlighted in tart mountain cherry, graphite and vanilla laced in clove. Enjoy best 2023–2033.",Animo,91,85,California,Napa Valley,Napa,Virginie Boone,@vboone,Michael Mondavi Family Estate 2013 Animo Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Michael Mondavi Family Estate,7,80,2013,38.2971367,-122.2855293,122,1339.78,247,1453.08,0.010912698,0.113960114,0.039741679,0.111111111,0.272321429,0.005245597,0.551339286,0.005689197,61.33888746,5.535779392,0.244188036,0.002119269
586,586,US,"This blend of 45% Sangiovese, 20% Merlot, 20% Cabernet Sauvignon, 5% Cabernet Franc, 5% Petit Verdot and 5% Freisa is very approachable and food-friendly, showing baked black-cherry pie, star anise and pine resin on the nose. The palate dries up with red plum and flashes of strawberry set against shaved clove spices. It's layered in flavor but softly textured.",Classico,91,24,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Toccata 2013 Classico Red (Santa Barbara County),Red Blend,Toccata,7,473,2013,36.6974604,-121.405214,171,324.67,224,614.91,0.010912698,0.673789174,0.009438649,0.111111111,0.381696429,0.00127117,0.5,0.002407537,58.68572163,5.340117779,0.202550757,0
587,587,US,"This Willow Creek district winery delivers a powerful blend of 71% Grenache, 19% Syrah, 9% Mourvèdre and 1% Viognier. It offers aromas of black licorice, black cherry and elderberry, with roasted meat in the background. It's very rich, bursting with flavors of blackberry and balsamic vinegar that evolve toward creosote and tar, all wrapped up in silky tannins.",WCS Jack John,92,75,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Jada Vineyard & Winery 2012 WCS Jack John Red (Paso Robles),Rhône-style Red Blend,Jada Vineyard & Winery,7,475,2012,37.050096,-121.9905908,192,639.14,171,324.67,0.010416667,0.676638177,0.034773969,0.121212121,0.428571429,0.002502404,0.381696429,0.00127117,58.28696848,27.13999537,0.196292951,0.236120903
589,589,US,"Black cherry, clove and smoked meat aromas are rolled up into one wondrously savory scent in this 50-50 blend of Mourvèdre and Syrah. Flavors of beef roasted in blackberry and Sherry sauce sprinkled with oregano and marjoram entertain the complex palate.",Ardor,94,40,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,II Moons 2011 Ardor Red (Paso Robles),Rhône-style Red Blend,II Moons,7,475,2011,37.050096,-121.9905908,4,79.1,192,639.14,0.009920635,0.676638177,0.017386985,0.141414141,0.008928571,0.000309698,0.428571429,0.002502404,57.04292542,23.08496435,0.176769645,0.192199666
590,590,US,"Made by Kirk Venge from a Dutton Ranch vineyard site, this wine immediately offers a lot to like, from its earthy sassafras and compelling layers of crisp raspberry and cherry, to its soft layers of oaky density accented in rose. Requiring more time to open, with an ideal cellaring through 2023, it finishes with a flair of cedar and vanilla, lasting long on the palate.",Manzana Vineyard,94,68,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,B Cellars 2013 Manzana Vineyard Pinot Noir (Russian River Valley),Pinot Noir,B Cellars,7,440,2013,38.7076812,-122.0480266,122,1339.78,247,1453.08,0.010912698,0.626780627,0.031296572,0.141414141,0.272321429,0.005245597,0.551339286,0.005689197,61.33888746,5.535779392,0.244188036,0.002119269
592,592,US,"From a three-acre vineyard, this wine accented in 2% Petit Verdot offers a sense of gravel underneath the dark, syrupy plum and leathery tannin structure. Midway through, it exhibits cherry, raspberry and vanilla, showing a juicy underbelly that should develop further over time. Drink now through 2022.",Agira Vineyard,94,80,California,Diamond Mountain District,Napa,Virginie Boone,@vboone,Von Strasser 2012 Agira Vineyard Cabernet Sauvignon (Diamond Mountain District),Cabernet Sauvignon,Von Strasser,7,80,2012,36.6974604,-121.405214,192,639.14,171,324.67,0.010416667,0.113960114,0.037257824,0.141414141,0.428571429,0.002502404,0.381696429,0.00127117,61.45320053,22.54759001,0.245982001,0.186379206
596,596,US,"One of the appellation's more famous wines, this opens in black licorice and blackberry, alongside a streak of malted chocolate, soft and sinewy, with a tension of acidity that adds age-worthy structure. Dense and interesting now, it'll get better over time, cellaring well through 2027.",Georges de Latour Private Reserve,94,145,California,Napa Valley,Napa,Virginie Boone,@vboone,Beaulieu Vineyard 2012 Georges de Latour Private Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Beaulieu Vineyard,7,80,2012,38.2971367,-122.2855293,202,1756.38,122,1339.78,0.010416667,0.113960114,0.069547938,0.141414141,0.450892857,0.006876697,0.272321429,0.005245597,61.45320053,22.54759001,0.245982001,0.186379206
597,597,US,"This collaboration between American winemakers Greg Brewer and Steve Clifton and Japanese entrepreneur Takahide Sugimoto is stunningly high-toned and buttoned-up at first, with sour cream, yogurt, crushed ant, gunmetal, flint and quinine elements on the nose. The palate is complex and fascinating, with chalk and cement minerality bolstered by lime blossom, kumquat and tonic that opens graciously with time. Drink 2016–2026.",Samurai,94,58,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Ch.igai Takaha 2013 Samurai Chardonnay (Sta. Rita Hills),Chardonnay,Ch.igai Takaha,7,125,2013,40.1251334,-122.2015529,128,1061.19,179,12750.04,0.010912698,0.178062678,0.026328862,0.141414141,0.285714286,0.004154843,0.399553571,0.049919815,58.68572163,5.340117779,0.202550757,0
598,598,US,"A majority varietal, a dying breed in the Napa Valley, this also has 5% Petite Sirah. The combination is dense and syrupy in strawberry and a tightness of oak. Time will soften its edges, and there's already a softness to the tannins that delights, the finish light and lean. Cellar through 2017.",Estate,90,39,California,Napa Valley,Napa,Virginie Boone,@vboone,Tofanelli Family 2012 Estate Charbono (Napa Valley),Charbono,Tofanelli Family,7,123,2012,38.2971367,-122.2855293,202,1756.38,122,1339.78,0.010416667,0.175213675,0.016890214,0.101010101,0.450892857,0.006876697,0.272321429,0.005245597,61.45320053,22.54759001,0.245982001,0.186379206
600,600,US,"Faint aromatics hide an effusiveness on the palate of thick, dense blackberry jam and brown sugar, the ripe power of the wine kept in check by a balance of acidity. Fuller bodied in style, it remains dry and vibrant on the finish.",Old Vines,90,35,California,Calistoga,Napa,Virginie Boone,@vboone,August Briggs 2012 Old Vines Zinfandel (Calistoga),Zinfandel,August Briggs,7,702,2012,38.395445,-122.3601726,202,1756.38,122,1339.78,0.010416667,1,0.01490313,0.101010101,0.450892857,0.006876697,0.272321429,0.005245597,61.45320053,22.54759001,0.245982001,0.186379206
601,601,US,"Yellow skinned and Asian pears, jasmine flowers, lemon slices and a slight petrol note entertain the nose on this single-vineyard bottling from a part of the Parker family's estate that was planted in 1989. The palate is quite balanced between flavors of lemon-lime soda, tangerine juice and limestone minerality.",Rodney's Vineyard,90,24,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Fess Parker 2013 Rodney's Vineyard Riesling (Santa Barbara County),Riesling,Fess Parker,7,479,2013,36.6974604,-121.405214,171,324.67,224,614.91,0.010912698,0.682336182,0.009438649,0.101010101,0.381696429,0.00127117,0.5,0.002407537,58.68572163,5.340117779,0.202550757,0
602,602,US,"This blend of 46% Cabernet Sauvignon, 37% Syrah and 17% Petit Verdot retains a reductive quality on the nose even after being opened for quite a while, with slightly funky blackberry and burnt cedar aromas. Dried blackberries and black cherries show on the palate, but the tarry sensation permeates throughout.",The Big Game,86,75,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,The Farm Winery 2011 The Big Game Red (Paso Robles),Red Blend,The Farm Winery,7,473,2011,37.050096,-121.9905908,4,79.1,192,639.14,0.009920635,0.673789174,0.034773969,0.060606061,0.008928571,0.000309698,0.428571429,0.002502404,57.04292542,23.08496435,0.176769645,0.192199666
604,604,US,"Rich, tannic and brambly, a juiciness of blackberry jam forms the substantive core of this wine, made in larger quantities for larger distribution. The finish is leathery and well integrated in oak.",Reserve,86,20,California,Dry Creek Valley,Sonoma,Virginie Boone,@vboone,Frei Brothers 2013 Reserve Zinfandel (Dry Creek Valley),Zinfandel,Frei Brothers,7,702,2013,38.4898675,-122.3218414,122,1339.78,247,1453.08,0.010912698,1,0.007451565,0.060606061,0.272321429,0.005245597,0.551339286,0.005689197,61.33888746,5.535779392,0.244188036,0.002119269
605,605,US,"Here is a tasty, light-bodied Zin with its own style and a great price. It has a minty, eucalyptus aroma and vivid raspberry flavors, almost sweet in balance. Medium-bodied, it delivers a lingering fruity finish.",Family Reserve,86,8,California,California,California Other,Jim Gordon,@gordone_cellars,Oak Grove 2012 Family Reserve Zinfandel (California),Zinfandel,Oak Grove,7,702,2012,32.9637838,-116.7706277,219,1408.75,161,16278.37,0.010416667,1,0.001490313,0.060606061,0.488839286,0.005515633,0.359375,0.063734171,,,,
